Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Middle income,MIC,17.81083756,24.44343754,25.05764989,23.33029587,22.28563829,22.86720171,23.6770203,22.89594611,21.94498645,24.18301896,25.88000082,24.49460132
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,North America,NAC,10.70522366,12.97759287,15.21557016,13.94737308,13.37436138,13.68452014,13.84393518,13.34806073,11.49135976,12.41856803,13.3647236,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,OECD members,OED,17.53171918,20.90477482,28.46057028,27.3076899,26.67956692,27.82335138,28.62638521,28.00625716,25.79110639,28.21958827,30.64101199,29.11226452
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Other small states,OSS,60.3308296,65.64364406,76.31543945,72.10428492,68.79241097,70.05729446,71.343246,71.92391623,70.21311032,79.71005639,83.66152087,82.18465162
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Pacific island small states,PSS,52.47277095,47.05255505,45.71251282,42.41034686,41.76595206,41.17705822,42.19768998,42.32311713,25.73206367,22.25913272,34.03272017,41.34298699
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Post-demographic dividend,PST,18.14248402,21.77009319,30.11651972,28.6256279,27.7923546,28.98847011,29.70195571,28.85803068,26.3335017,28.9016032,31.19487198,29.62361567
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Pre-demographic dividend,PRE,15.34863885,37.6756504,25.01118609,19.87132664,18.78801636,22.50718985,25.47908998,23.25058646,19.30581135,24.35026936,26.0507048,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Small states,SST,57.90239838,59.94766179,70.3901021,65.62640008,63.26920327,64.56207518,66.36275898,66.7400605,63.83142152,72.38999735,75.10581821,73.65101287
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,South Asia,SAS,8.258151603,13.21381762,21.21042694,18.35919687,17.4468315,17.1032356,17.97006208,17.21730672,16.72224006,18.93584086,20.75080386,19.93613711
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,South Asia (IDA & IBRD),TSA,8.258151603,13.21381762,21.21042694,18.35919687,17.4468315,17.1032356,17.97006208,17.21730672,16.72224006,18.93584086,20.75080386,19.93613711
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sub-Saharan Africa,SSF,23.54260613,28.06482245,24.62760506,21.52872363,21.64624576,23.5433346,24.55360334,22.98407075,21.11920886,24.85897677,26.89064915,25.77625828
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sub-Saharan Africa (excluding high income),SSA,23.57358225,27.97637329,24.56399503,21.4596239,21.56803553,23.45692214,24.47951117,22.91217292,21.07744981,24.81056323,26.81801484,25.70036939
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,23.54260613,28.06482245,24.62760506,21.52872363,21.64624576,23.5433346,24.55360334,22.98407075,21.11920886,24.85897677,26.89064915,25.77625828
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Upper middle income,UMC,18.83810905,25.40085082,25.2068829,23.58147789,22.43495908,22.83576624,23.51463336,22.70723049,21.8315862,24.04628876,25.56276113,23.93360161
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,World,WLD,18.87526198,23.52610471,29.90874561,28.2844923,27.32418982,28.27729117,29.14407276,28.27357186,26.32592439,28.9123022,31.0209424,29.266623
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,36.28907741,37.06956358,54.50542721,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Albania,ALB,24.03189957,43.33878759,47.19484414,44.53361519,45.83196365,46.62445122,45.23622971,44.97492476,37.17193982,44.70882135,47.75425831,44.91489468
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Algeria,DZA,24.9370286,20.78862591,29.3040556,32.67648091,31.27424482,29.48713665,29.01306194,26.09890066,24.85455545,23.38839519,20.39435098,21.02837305
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,American Samoa,ASM,..,..,108.0870918,98.81129272,95.23099851,102.2875817,103.599374,94.89953632,95.14563107,92.53333333,77.72675086,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Angola,AGO,..,..,34.63789332,33.13391814,25.24567262,23.25272022,25.5417235,17.03878307,27.62748819,26.71922262,25.29942841,26.66147599
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Antigua and Barbuda,ATG,..,..,67.02947212,59.35588907,61.99812539,63.4013125,68.18460455,68.4165334,52.43479516,54.13940407,62.94042293,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Argentina,ARG,4.631322407,11.63606955,14.00131506,11.78057404,13.56679268,13.96931778,16.32585021,14.70573667,13.59828437,14.93343631,15.3509523,14.05239192
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Armenia,ARM,46.33273703,50.07191142,47.21848531,41.95668313,42.3336876,48.98633088,53.08021299,54.76335277,39.72382062,43.76344883,50.99284468,58.86150499
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Aruba,ABW,..,70.68686857,84.60655842,72.98075045,70.41932838,71.25560569,72.9607784,72.10898119,68.83556444,70.83037832,77.33465194,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Australia,AUS,17.03826338,21.5449829,21.36069688,21.53615394,21.53241596,20.71368404,21.49352029,21.63717499,20.17567286,17.72554085,19.70962031,21.36069104
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Austria,AUT,35.79095508,42.01422167,50.1169562,49.33825483,48.57568463,50.88769179,52.46142039,52.1317298,48.12334824,55.03312075,61.60226372,56.64198122
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Azerbaijan,AZE,39.22237381,38.3777368,26.20966854,34.80673042,43.64966934,41.85445095,37.58028267,36.76751791,36.39431178,29.79811852,26.99542519,34.57398246
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Bahamas, The",BHS,55.95925458,41.59738103,46.83846511,37.12934484,37.5237333,40.14807914,40.36446361,36.98314408,33.68982346,43.45451187,43.74714534,42.95846846
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Bahrain,BHR,83.20172272,56.6284683,79.51708569,71.65060855,65.38897662,67.40224141,71.55353264,65.21487421,67.28940529,70.19172058,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Bangladesh,BGD,13.05818553,16.97751313,25.5244202,24.74932252,17.41294565,17.17998378,19.83984378,18.48329716,15.82865931,17.0612258,20.89774084,17.82580758
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Barbados,BRB,43.37286879,47.34270306,49.58467752,47.15209475,41.97651614,40.53981517,39.69701572,38.6855819,35.5383644,39.64100487,42.17814548,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Belarus,BLR,43.64896074,72.39834461,55.71054493,57.90345901,62.69997578,66.57809131,68.93884892,65.75572247,57.92173443,65.18241284,56.97302068,66.17977856
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Belgium,BEL,59.85416012,69.68273991,78.98220685,76.38726436,78.23541051,82.1434261,83.41515763,81.76903301,76.66716898,86.13759523,97.33090322,87.61379575
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Belize,BLZ,38.62741062,53.89153228,51.93885937,52.4655757,49.17086484,47.88420744,49.10644182,50.304534,43.99629618,51.48641337,55.57572846,52.85692519
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Benin,BEN,26.53887913,26.74284895,33.83743382,32.03586197,31.38014027,34.27100218,34.52096387,34.05080512,24.96076295,27.13605466,29.28031052,30.15701102
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Bermuda,BMU,..,..,25.35550425,23.32465906,23.41985281,23.8542792,26.076114,25.81667725,22.05974404,23.51910841,25.04773901,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Bhutan,BTN,33.25461551,46.02508595,54.57402378,58.98987324,49.99916586,48.3419921,50.55000122,44.66601152,43.76471907,48.38370973,60.13851733,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Bolivia,BOL,23.92629045,27.32303005,41.97138157,37.06454916,31.91302896,31.80050839,31.12116955,31.43004444,25.23067283,31.19605065,35.14434392,31.56913918
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Bosnia and Herzegovina,BIH,..,63.47392439,56.56316058,53.17711421,52.33532578,56.32146797,56.44752763,54.47605677,47.92977312,53.91258714,61.8839304,56.89710957
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Botswana,BWA,49.79191333,40.09291962,58.2145739,59.80999367,45.85333501,39.00390889,43.22696007,46.0051637,46.37292914,46.84428779,42.06642283,35.71008683
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Brazil,BRA,6.958364958,12.45171335,13.67346299,14.05343452,12.06700304,11.8007665,14.24120388,14.76733868,15.84852654,18.54690039,19.18530097,15.74366717
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Brunei Darussalam,BRN,37.26688607,35.81729355,34.24388837,37.68319271,37.74136081,35.60350735,41.9647314,50.56361782,52.93489224,66.95420157,60.584609,60.02817372
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Bulgaria,BGR,36.72786877,41.5268474,65.67356907,62.92836755,58.97187922,62.72644323,63.19208935,60.74322273,54.19779542,59.57356908,68.98882572,57.71731775
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Burkina Faso,BFA,24.45595903,26.27822449,31.89155834,32.98153577,31.977208,32.81639457,32.51671948,31.15099722,28.96291295,29.70525245,33.09902991,35.96003097
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Burundi,BDI,27.77514726,16.23475389,34.29900461,16.42100985,16.65920307,16.21371877,20.91404815,23.85417,22.22401,23.81837,23.34422185,24.32986266
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Cabo Verde,CPV,68.81961456,60.51338982,54.05555993,52.87307781,53.90519114,57.98333032,60.00153059,56.89762333,53.10008382,53.60526027,56.24326284,54.14383739
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Cambodia,KHM,..,61.76329886,67.00875814,66.14564324,65.66850405,64.10581574,63.30288532,62.46522725,61.64037198,62.35698943,54.85188012,40.38951118
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Cameroon,CMR,17.31353104,23.07113151,27.22241378,24.5509972,21.68865277,20.84792302,21.85134941,23.5284225,18.50309438,20.2302274,21.99540682,20.3
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Canada,CAN,24.92016546,38.55612203,32.64208628,34.3149411,33.86111211,33.6466507,34.27448212,33.81878946,31.68312373,31.20781146,33.71384881,33.92683079
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Cayman Islands,CYM,..,..,..,..,..,43.41476672,45.52927309,45.36751419,45.83919138,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Central African Republic,CAF,25.87551465,25.2875684,36.41930443,36.07748715,35.70876436,39.88377195,33.72017,34.31042,34.34854,30.93166,32.93307,29.039744
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Chad,TCD,27.90681519,34.68107558,42.46516028,36.56240346,37.00188837,39.7020457,38.01407128,37.82827212,42.01421109,44.23464962,40.40281543,48.07266963
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Chile,CHL,29.2511137,28.58816921,32.63072515,30.15803099,28.13470298,27.69478213,29.64800589,29.73708681,26.85247332,32.86486375,39.47267314,29.83035747
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,China,CHN,10.65842194,18.5173266,21.39515505,18.11008945,17.31003496,17.94013625,18.45368057,17.48010372,16.1681565,17.35801703,17.55999833,17.57370008
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Colombia,COL,15.91514135,16.75194575,20.85271653,22.71055261,21.48551371,20.13762519,20.63503312,21.69049533,20.53329541,23.86214044,27.84157748,22.72410303
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Comoros,COM,26.92057793,26.92116449,29.55935102,27.66875376,26.45998414,28.26304247,30.08713035,29.4946179,28.05818251,31.47040711,35.06564695,34.98549671
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Congo, Dem. Rep.",COD,..,15.56479089,41.85796127,31.60686316,31.96876806,39.04085744,37.36620089,29.36749294,29.8868058,40.09548186,48.23071711,47.0152754
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Congo, Rep.",COG,19.04199475,43.61273719,51.06398173,76.46367277,80.19129223,46.6543636,38.37262448,35.37694155,28.58757978,32.7096323,34.34918984,39.3144666
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Costa Rica,CRI,41.09489586,43.59460135,33.82832677,30.75790407,30.91838188,32.3092706,33.20683124,31.43520846,28.23338859,34.60528528,39.09264036,32.99795091
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Cote d'Ivoire,CIV,27.11162094,27.17393307,25.5234588,25.35962095,22.62371591,23.16372087,23.34330879,21.99992182,20.94916333,22.81776494,28.90457677,26.61173213
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Croatia,HRV,..,39.52286829,42.88395993,45.2101587,45.44071069,48.19115056,49.8027293,50.56408197,48.04263827,52.07940444,64.98809672,55.89599037
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Cuba,CUB,40.87544801,16.9459585,17.19026831,14.46642367,12.28625357,11.67157891,12.56071511,10.60742007,7.514545634,45.13021308,48.78913202,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Curacao,CUW,..,..,88.42769672,79.81969949,76.05746922,80.18276026,92.02285791,..,..,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Cyprus,CYP,57.107644,67.53209845,64.89265249,67.25912892,68.53804623,74.17687642,73.56043422,75.45674305,82.04870327,85.45051816,94.71974655,90.27105169
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Czechia,CZE,30.57439265,49.95534908,75.6207076,74.61688537,71.47919071,71.50551299,71.00494736,67.89124334,63.19954823,69.76677754,75.47073397,66.91333463
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Denmark,DNK,30.86704016,38.13668549,47.65077691,48.630054,46.74284826,47.90201313,50.41519194,51.57764639,48.63607964,52.00926439,58.91727459,59.44246985
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Djibouti,DJI,..,..,140.9935517,122.9421488,109.3079735,155.8696049,143.7788116,154.2212566,107.2114599,120.9981691,171.1935582,173.596569
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Dominica,DMA,..,..,65.07443992,60.46342783,57.15121287,61.75232035,77.76724437,..,..,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Dominican Republic,DOM,38.58770577,43.80256795,30.34503269,28.40949542,27.67659173,26.54294008,28.50453508,27.94186288,25.99795939,30.98216499,32.16879402,28.47657606
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Ecuador,ECU,21.83054027,27.85323563,30.07133993,25.07355398,19.99520064,22.13213593,24.46547725,24.03421512,20.70575003,26.14648913,30.83506565,28.78238553
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Egypt, Arab Rep.",EGY,32.56784969,22.81681858,22.67605634,21.66209747,19.90108511,27.81804754,27.92636406,24.4799857,19.65347983,19.29582327,21.89607906,21.34430943
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,El Salvador,SLV,31.11864037,41.88281868,48.55155051,47.07409771,44.36050287,45.27488682,46.69924311,46.08610349,41.93270867,53.06358059,56.48968455,49.79668164
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Equatorial Guinea,GNQ,..,..,38.41591007,42.21958535,41.18790078,43.56515304,44.0311469,43.74804288,37.08243479,31.83909755,34.55871237,39.32066518
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Eritrea,ERI,..,58.21074133,..,..,..,..,..,..,..,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Estonia,EST,..,64.86821585,78.37604185,73.50169126,73.40115901,71.7538683,71.59639824,69.29611403,69.76447999,81.27216989,86.31139937,77.77727976
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Eswatini,SWZ,68.8805301,85.13296509,44.48660244,40.98284578,42.59260181,44.28526003,44.31565292,42.96430377,41.96797931,44.89716531,47.5918139,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Ethiopia,ETH,..,..,29.09946424,30.29281055,27.0869723,23.47426268,22.82669908,20.8753244,16.8789127,16.71333768,18.35153885,13.99240889
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Faroe Islands,FRO,35.04877228,59.2097941,52.72825103,52.39417913,50.01636903,50.87360878,54.05665812,52.85352967,48.94193282,52.13448333,62.51455551,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Fiji,FJI,67.15656566,70.50919576,58.47803047,52.35229338,50.5272492,51.00609749,55.48662417,58.95056199,44.51400237,54.47188033,69.18659518,65.77260187
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Finland,FIN,23.69529129,32.86378095,37.63128513,35.97558956,36.08804789,37.50359035,39.72338111,39.72475381,35.71110495,39.44403664,47.80919507,41.38316074
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,France,FRA,21.76032181,27.26627147,30.81211202,31.15907156,30.8526052,32.01321411,32.72428539,32.54941778,29.4544212,31.91731965,38.56345288,34.89768471
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,French Polynesia,PYF,..,23.24663962,36.52757243,36.01670356,34.00386083,35.02073207,44.0354941,42.71375337,35.15013824,38.53480704,46.13414366,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Gabon,GAB,30.85894113,32.66975223,28.99943662,27.91777295,26.09803377,24.84198647,22.73752121,21.99701622,22.55523445,18.94978528,16.56083009,17.44306575
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Gambia, The",GMB,71.58267909,30.56114557,36.42103533,33.34117199,30.10989187,36.52959988,41.38268255,34.4282546,37.87857314,35.48064806,30.96918829,35.14112867
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Georgia,GEO,45.33333333,39.66692923,55.76881218,56.87906217,54.9269603,56.70772521,60.1521995,63.50577183,55.99076001,58.92654634,62.21655847,56.92810981
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Germany,DEU,23.02775102,30.67834943,39.00083008,39.32548626,38.69638311,40.07416227,41.2110119,41.19080858,37.67037926,41.88157404,48.95641004,42.97328907
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Ghana,GHA,25.85028772,67.24617254,35.60466028,42.6895661,36.6837603,36.67149051,34.50362202,39.37520287,35.05007823,32.65271144,35.45141224,34.99983026
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Greece,GRC,25.34971832,34.69729639,34.04072941,33.15053123,32.73174172,36.54485631,41.15712046,41.77515933,39.77622414,48.71412578,58.85997439,49.79591732
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Greenland,GRL,..,..,48.61576077,45.52153588,45.07262521,43.51502212,45.32211172,51.14805106,46.74817911,49.71613113,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Guam,GUM,..,..,59.51871658,53.26780479,51.44890696,50.29103609,53.71013056,55.81431943,57.26842461,58.74238049,63.97973951,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Guatemala,GTM,24.84196453,28.95055351,33.33891636,30.06354563,27.61964822,27.5743741,28.84235554,27.9047666,24.79851495,31.77942773,35.65441758,32.93826566
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Guinea,GIN,22.93558337,19.86033717,50.08345339,50.94585499,82.46795119,56.59133532,48.77701601,43.37326389,68.36289511,62.81325955,63.80746759,29.80813121
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Guinea-Bissau,GNB,37.03451335,39.64456164,30.17553735,29.32366363,30.52594201,30.37936719,29.54272171,29.96120297,31.58471469,30.87233444,30.3686398,28.26359243
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Guyana,GUY,79.85956003,110.6873973,..,..,..,..,..,..,..,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Haiti,HTI,34.50467072,19.79554163,31.37669028,30.17799113,29.80893127,31.07107744,34.35775371,34.01104534,27.45384059,30.02785076,29.29079017,25.51473371
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Honduras,HND,39.29201376,66.41998159,65.41244255,62.0976479,57.10161217,58.71925624,62.09634565,59.24101425,52.12571628,64.0072451,70.25934312,60.94290361
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Hong Kong SAR, China",HKG,108.73116,121.6225633,212.8854582,193.5083476,184.7221029,187.8932671,188.5532665,176.092206,174.3752226,198.4454177,190.3857463,175.3751845
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Hungary,HUN,..,70.54871146,81.27112978,79.7939941,77.99918943,79.30895155,79.50519641,79.22160267,76.74758529,79.74713584,94.85574347,76.09204416
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Iceland,ISL,31.96444761,39.00910142,45.14649394,44.16648646,40.84898734,41.24670697,42.59014458,39.14949734,34.66543058,39.0420861,45.94253444,43.42030319
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,India,IND,8.452911276,13.9036866,25.95422274,22.10972471,20.9242508,21.95073212,23.68914073,21.24113863,19.0756284,24.02393045,26.76483213,23.96228484
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Indonesia,IDN,25.58610246,30.45956744,24.41419099,20.77746098,18.33234795,19.17819264,22.07156246,19.03624974,15.64100712,18.78820264,20.96215448,19.56908499
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Iran, Islamic Rep.",IRN,23.8018259,19.7901899,22.52074775,20.70175415,19.22613892,22.0091825,27.44870962,27.27046708,24.38555566,21.53460206,24.78162026,26.90505639
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Iraq,IRQ,7.427963488,49.63282142,30.04076041,35.07762216,26.47979651,25.86484898,24.99914974,30.93807022,29.99203887,24.18161548,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Ireland,IRL,50.32320938,80.56509808,91.94149793,93.14569536,106.23124,98.73340454,94.05814047,124.4910291,114.1205635,93.66543473,97.17957143,100.6123027
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Israel,ISR,33.14072051,34.69701578,30.29022964,28.04105109,28.08902666,27.31812806,29.02104382,27.22018153,23.44608441,25.79765118,28.77597565,27.13297636
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Italy,ITA,18.0623119,24.77785773,26.21328696,26.70219379,26.03971207,27.87044263,28.94999704,28.2765605,25.83342874,29.95503241,38.13718836,33.67320017
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Jamaica,JAM,51.87699654,50.72296035,53.48637366,46.19585618,44.64174676,48.86610995,51.41405776,52.07452689,..,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Japan,JPN,9.285617818,9.098877381,20.01277922,17.99064852,15.25227761,16.83177447,18.2949862,17.75289168,15.79727763,18.64600665,25.30200902,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Jordan,JOR,89.61283546,68.50150866,67.80489783,58.8134752,54.32550783,55.36187737,52.83614986,49.15023578,42.05010353,50.18218445,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Kazakhstan,KAZ,..,49.09726583,25.63027656,24.5330208,28.46770794,24.427635,25.90273809,28.41962945,26.49753557,25.02374645,26.33234901,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Kenya,KEN,31.32830772,31.72147324,29.6976849,25.19865079,21.61527477,23.25839793,21.87277784,20.33147006,17.59594944,19.91510071,21.51430769,20.58384541
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Kiribati,KIR,128.1307617,83.44851473,91.83501126,95.31930039,94.68757986,87.48427216,72.81975495,81.64595609,66.50524938,69.78546208,93.8772959,92.49216452
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,"Korea, Rep.",KOR,25.75597264,32.15599115,42.78302103,36.14293286,33.47115855,36.18671087,37.27557467,36.4812779,32.67445454,38.32222742,48.26464507,43.94400932
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Kosovo,XKX,..,..,53.54916673,51.5690494,51.19140751,53.08129247,57.26161995,56.44080105,53.91287025,65.22924776,71.3863746,70.48081482
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Kuwait,KWT,58.07205118,30.14615006,31.530767,44.9333335,48.52702981,46.64373092,45.61996345,44.07892346,..,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Kyrgyz Republic,KGZ,49.53271028,47.58306978,87.67752949,75.77197023,69.99816514,66.36460445,67.2738299,60.95381269,49.41040062,64.45578698,87.44944622,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Lao PDR,LAO,24.51844518,38.17529777,58.30519164,51.8460644,41.88246346,..,..,..,..,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Latvia,LVA,..,44.75137912,64.12454485,62.02398197,59.30355073,62.26287208,62.16395695,60.72210953,59.44599741,67.74279008,77.48034208,67.91049718
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Lebanon,LBN,99.91302198,35.9377402,56.06099209,48.69937491,45.9974619,46.52849607,47.50278615,42.28315705,33.75721742,52.80299271,80.05949902,82.44799148
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Lesotho,LSO,..,..,88.14278003,86.83096937,90.53558243,98.88983722,94.60184404,94.30730531,96.62104016,93.20925758,98.51904991,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Libya,LBY,31.12156384,13.72308948,44.28656164,34.67753321,26.53228851,20.35171048,24.16762918,34.61621337,21.4719152,52.34677454,43.58155227,41.30266662
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
